Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
262,CA-2016-136380,01/01/2017,01/06/2017,Second Class,RU-91959,Ruben Hope,Home Office,United States,Albany,New York,10008,West,TEC-CO-10001012,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,205.57
263,CA-2018-154920,01/06/2017,01/10/2017,Standard Class,AL-45419,Alejandro Grove,Home Office,United States,Miami,Florida,33311,West,TEC-MA-10008564,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,410.12
264,CA-2018-189158,01/06/2017,01/08/2017,Standard Class,DA-26948,Darrin Van Huff,Consumer,United States,Seattle,Washington,98103,East,FUR-BO-10002279,Furniture,Bookcases,Bush Somerset Collection Bookcase,244.76
265,CA-2018-197021,01/07/2017,01/13/2017,Standard Class,DA-53529,Darrin Van Huff,Corporate,United States,Austin,Texas,77041,South,TEC-MA-10006575,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,492.49
266,CA-2016-169347,01/07/2017,01/10/2017,Second Class,DA-51547,Darrin Van Huff,Corporate,United States,Tacoma,Washington,98103,West,TEC-MA-10001815,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,643.68
267,CA-2016-190415,01/12/2017,01/16/2017,Standard Class,CL-19031,Claire Gute,Home Office,United States,San Francisco,California,90036,East,TEC-PH-10007757,Technology,Phones,Samsung Galaxy S4,681.13
268,CA-2018-142731,01/16/2017,01/21/2017,Standard Class,KE-76341,Ken Lonsdale,Consumer,United States,Buffalo,New York,10008,East,TEC-MA-10004560,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,476.77
269,CA-2018-179707,01/17/2017,01/20/2017,Standard Class,SA-91657,Sandra Flanagan,Consumer,United States,Buffalo,New York,10008,East,OFF-AP-10002444,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,13.55
270,CA-2016-143397,01/19/2017,01/22/2017,Second Class,AL-78689,Alejandro Grove,Home Office,United States,Albany,New York,10008,South,TEC-PH-10004412,Technology,Phones,Samsung Galaxy S4,535.29
271,CA-2017-128017,01/19/2017,01/21/2017,Standard Class,KE-32027,Ken Lonsdale,Consumer,United States,Dallas,Texas,77041,West,FUR-CH-10005865,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,243.77
272,CA-2017-155314,01/19/2017,01/22/2017,Standard Class,SE-57430,Sean O'Donnell,Home Office,United States,San Francisco,California,90036,East,FUR-CH-10001277,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,178.72
273,CA-2018-182822,01/27/2017,01/30/2017,Standard Class,AL-53024,Alejandro Grove,Home Office,United States,New York City,New York,10008,East,FUR-FU-10002566,Furniture,Furnishings,Eldon Expressions Desk Organizer,504.0
274,CA-2018-180607,01/27/2017,02/02/2017,First Class,BR-26434,Brosina Hoffman,Corporate,United States,Buffalo,New York,10008,East,FUR-BO-10002709,Furniture,Bookcases,Bush Somerset Collection Bookcase,240.05
275,CA-2017-170000,01/29/2017,02/04/2017,Standard Class,AL-46308,Alejandro Grove,Corporate,United States,San Diego,California,90036,East,TEC-CO-10006012,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,526.85
276,CA-2018-174544,01/30/2017,02/03/2017,Second Class,AL-39563,Alejandro Grove,Consumer,United States,New York City,New York,10008,Central,TEC-CO-10005025,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,614.56
277,CA-2018-130498,01/31/2017,02/06/2017,Standard Class,DA-57282,Darrin Van Huff,Consumer,United States,Los Angeles,California,90036,South,TEC-AC-10007804,Technology,Accessories,Logitech Wireless Headset,563.93
278,CA-2018-113519,02/01/2017,02/07/2017,Standard Class,KE-81265,Ken Lonsdale,Consumer,United States,Seattle,Washington,98103,East,FUR-BO-10003138,Furniture,Bookcases,Bush Somerset Collection Bookcase,281.17
279,CA-2018-122551,02/02/2017,02/05/2017,First Class,PE-86190,Pete Kriz,Corporate,United States,Dallas,Texas,77041,Central,OFF-BI-10006994,Office Supplies,Binders,Ibico Standard Binders,64.05
280,CA-2016-125758,02/02/2017,02/07/2017,Second Class,PE-52913,Pete Kriz,Consumer,United States,Chicago,Illinois,60610,West,FUR-FU-10008921,Furniture,Furnishings,Eldon Expressions Desk Organizer,355.48
281,CA-2017-147007,02/04/2017,02/09/2017,First Class,SA-79306,Sandra Flanagan,Corporate,United States,Houston,Texas,77041,East,TEC-AC-10004235,Technology,Accessories,Logitech Wireless Headset,651.5
282,CA-2016-119382,02/05/2017,02/11/2017,Standard Class,SE-49331,Sean O'Donnell,Home Office,United States,San Francisco,California,90036,West,OFF-PA-10004634,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,2.62
283,CA-2018-183289,02/06/2017,02/08/2017,Second Class,PE-56675,Pete Kriz,Corporate,United States,Tacoma,Washington,98103,West,TEC-AC-10007136,Technology,Accessories,Logitech Wireless Headset,571.78
284,CA-2017-119024,02/11/2017,02/17/2017,Standard Class,DA-42353,Darrin Van Huff,Corporate,United States,Spokane,Washington,98103,South,OFF-AP-10007150,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,89.87
285,CA-2018-162544,02/13/2017,02/18/2017,Standard Class,IR-49812,Irene Maddox,Consumer,United States,New York City,New York,10008,Central,OFF-AR-10003792,Office Supplies,Art,Newell 318 Art Markers,29.73
286,CA-2018-193777,02/15/2017,02/20/2017,Standard Class,KE-60054,Ken Lonsdale,Consumer,United States,Spokane,Washington,98103,Central,OFF-ST-10008978,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,49.05
287,CA-2018-139655,02/15/2017,02/17/2017,Standard Class,RU-95076,Ruben Hope,Home Office,United States,Tacoma,Washington,98103,Central,FUR-BO-10005228,Furniture,Bookcases,Bush Somerset Collection Bookcase,277.32
288,CA-2017-126606,02/16/2017,02/18/2017,Standard Class,SA-93469,Sandra Flanagan,Consumer,United States,Miami,Florida,33311,South,FUR-FU-10007626,Furniture,Furnishings,Eldon Expressions Desk Organizer,259.12
289,CA-2017-148193,02/16/2017,02/21/2017,Second Class,CL-89824,Claire Gute,Home Office,United States,Miami,Florida,33311,East,OFF-AR-10004649,Office Supplies,Art,Newell 318 Art Markers,3.52
290,CA-2016-162985,02/21/2017,02/27/2017,Standard Class,RU-79665,Ruben Hope,Home Office,United States,San Diego,California,90036,West,TEC-PH-10008363,Technology,Phones,Samsung Galaxy S4,391.3
291,CA-2017-161835,02/23/2017,02/25/2017,Standard Class,SA-62186,Sandra Flanagan,Corporate,United States,San Francisco,California,90036,East,OFF-AR-10006148,Office Supplies,Art,Newell 318 Art Markers,40.98
292,CA-2018-167774,02/26/2017,03/04/2017,Standard Class,SE-79628,Sean O'Donnell,Home Office,United States,Houston,Texas,77041,East,TEC-AC-10004216,Technology,Accessories,Logitech Wireless Headset,747.6
293,CA-2016-110721,03/01/2017,03/06/2017,Standard Class,DA-71944,Darrin Van Huff,Corporate,United States,Austin,Texas,77041,West,FUR-TA-10005910,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,357.07
294,CA-2016-173277,03/01/2017,03/05/2017,Second Class,SE-83916,Sean O'Donnell,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10007348,Technology,Accessories,Logitech Wireless Headset,369.98
295,CA-2016-111161,03/01/2017,03/05/2017,Standard Class,IR-75957,Irene Maddox,Corporate,United States,Spokane,Washington,98103,East,FUR-FU-10009907,Furniture,Furnishings,Eldon Expressions Desk Organizer,279.77
296,CA-2016-160229,03/02/2017,03/05/2017,Second Class,KE-93140,Ken Lonsdale,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-10009983,Office Supplies,Art,Newell 318 Art Markers,45.04
297,CA-2017-179119,03/02/2017,03/06/2017,Standard Class,HA-39592,Harold Pawlan,Home Office,United States,San Francisco,California,90036,Central,OFF-PA-10008762,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,49.16
298,CA-2016-146656,03/03/2017,03/07/2017,First Class,SE-81865,Sean O'Donnell,Home Office,United States,Naperville,Illinois,60610,East,FUR-BO-10005472,Furniture,Bookcases,Bush Somerset Collection Bookcase,234.03
299,CA-2018-199938,03/04/2017,03/09/2017,Second Class,AL-56806,Alejandro Grove,Consumer,United States,San Francisco,California,90036,West,FUR-CH-10004710,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,177.69
300,CA-2017-117410,03/09/2017,03/13/2017,Second Class,SE-86804,Sean O'Donnell,Corporate,United States,San Francisco,California,90036,West,TEC-PH-10005040,Technology,Phones,Samsung Galaxy S4,397.36
301,CA-2016-120170,03/12/2017,03/18/2017,Standard Class,SE-87389,Sean O'Donnell,Consumer,United States,Seattle,Washington,98103,East,FUR-BO-10001679,Furniture,Bookcases,Bush Somerset Collection Bookcase,344.53
302,CA-2018-171477,03/12/2017,03/15/2017,Standard Class,ZU-37920,Zuschuss Donatelli,Home Office,United States,Houston,Texas,77041,East,FUR-TA-10008362,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,284.1
303,CA-2017-147838,03/14/2017,03/18/2017,First Class,PE-36948,Pete Kriz,Corporate,United States,Los Angeles,California,90036,Central,OFF-BI-10009029,Office Supplies,Binders,Ibico Standard Binders,64.06
304,CA-2016-184005,03/15/2017,03/17/2017,Standard Class,BR-83932,Brosina Hoffman,Consumer,United States,Los Angeles,California,90036,East,TEC-MA-10001251,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,517.82
305,CA-2017-131839,03/16/2017,03/18/2017,Standard Class,HA-71591,Harold Pawlan,Home Office,United States,San Francisco,California,90036,East,OFF-ST-10004447,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,32.39
306,CA-2017-152178,03/16/2017,03/20/2017,Standard Class,IR-42769,Irene Maddox,Corporate,United States,New York City,New York,10008,East,FUR-TA-10003278,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,192.66
307,CA-2017-146483,03/20/2017,03/25/2017,Standard Class,AL-11854,Alejandro Grove,Consumer,United States,San Diego,California,90036,South,FUR-BO-10002728,Furniture,Bookcases,Bush Somerset Collection Bookcase,251.69
308,CA-2018-112915,03/21/2017,03/25/2017,Standard Class,CL-31895,Claire Gute,Home Office,United States,Peoria,Illinois,60610,East,FUR-FU-10006655,Furniture,Furnishings,Eldon Expressions Desk Organizer,329.53
309,CA-2016-157889,03/21/2017,03/26/2017,Standard Class,KE-19256,Ken Lonsdale,Consumer,United States,Tacoma,Washington,98103,South,OFF-AP-10003091,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,30.46
310,CA-2016-111152,03/24/2017,03/27/2017,Standard Class,RU-65789,Ruben Hope,Consumer,United States,Los Angeles,California,90036,East,TEC-AC-10008308,Technology,Accessories,Logitech Wireless Headset,482.45
311,CA-2017-117964,03/24/2017,03/26/2017,Standard Class,IR-49690,Irene Maddox,Corporate,United States,Austin,Texas,77041,West,FUR-CH-10004765,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,326.04
312,CA-2018-168947,03/25/2017,03/28/2017,Standard Class,IR-54849,Irene Maddox,Consumer,United States,Dallas,Texas,77041,East,OFF-AR-10004583,Office Supplies,Art,Newell 318 Art Markers,31.94
313,CA-2016-161177,03/26/2017,03/30/2017,Standard Class,AL-28284,Alejandro Grove,Corporate,United States,Seattle,Washington,98103,Central,FUR-BO-10003420,Furniture,Bookcases,Bush Somerset Collection Bookcase,430.52
314,CA-2016-136824,03/28/2017,04/03/2017,Standard Class,IR-79633,Irene Maddox,Corporate,United States,New York City,New York,10008,West,OFF-AR-10006608,Office Supplies,Art,Newell 318 Art Markers,57.42
315,CA-2017-149869,04/01/2017,04/03/2017,Standard Class,PE-63364,Pete Kriz,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-10001488,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,68.93
316,CA-2016-196363,04/02/2017,04/04/2017,Standard Class,BR-48132,Brosina Hoffman,Corporate,United States,Peoria,Illinois,60610,South,FUR-FU-10001031,Furniture,Furnishings,Eldon Expressions Desk Organizer,363.63
317,CA-2017-189477,04/05/2017,04/11/2017,First Class,BR-13220,Brosina Hoffman,Corporate,United States,San Diego,California,90036,South,TEC-AC-10003367,Technology,Accessories,Logitech Wireless Headset,450.16
318,CA-2017-176162,04/09/2017,04/14/2017,Standard Class,RU-36231,Ruben Hope,Corporate,United States,Tampa,Florida,33311,West,FUR-FU-10003974,Furniture,Furnishings,Eldon Expressions Desk Organizer,249.22
319,CA-2018-145365,04/12/2017,04/14/2017,Standard Class,SE-81369,Sean O'Donnell,Corporate,United States,Houston,Texas,77041,East,FUR-TA-10004795,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,330.06
320,CA-2016-181238,04/12/2017,04/14/2017,Standard Class,BR-96614,Brosina Hoffman,Corporate,United States,Houston,Texas,77041,West,TEC-MA-10006448,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,263.09
321,CA-2016-137764,04/13/2017,04/16/2017,First Class,AL-72478,Alejandro Grove,Consumer,United States,New York City,New York,10008,West,OFF-AP-10005873,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,37.1
322,CA-2017-116595,04/14/2017,04/17/2017,Standard Class,SA-44955,Sandra Flanagan,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10007980,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,373.27
323,CA-2018-195959,04/15/2017,04/21/2017,Second Class,IR-42287,Irene Maddox,Corporate,United States,Houston,Texas,77041,West,OFF-AR-10005040,Office Supplies,Art,Newell 318 Art Markers,58.01
324,CA-2018-187404,04/16/2017,04/18/2017,Standard Class,RU-80009,Ruben Hope,Corporate,United States,Dallas,Texas,77041,South,FUR-CH-10003743,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,441.3
325,CA-2016-155107,04/16/2017,04/19/2017,First Class,BR-32483,Brosina Hoffman,Consumer,United States,Tacoma,Washington,98103,East,TEC-PH-10008783,Technology,Phones,Samsung Galaxy S4,503.52
326,CA-2016-127838,04/18/2017,04/21/2017,Standard Class,RU-84448,Ruben Hope,Home Office,United States,Peoria,Illinois,60610,West,FUR-BO-10008599,Furniture,Bookcases,Bush Somerset Collection Bookcase,253.05
327,CA-2016-199312,04/19/2017,04/23/2017,Second Class,HA-46473,Harold Pawlan,Consumer,United States,Tampa,Florida,33311,South,TEC-PH-10005503,Technology,Phones,Samsung Galaxy S4,573.55
328,CA-2017-115981,04/20/2017,04/26/2017,Standard Class,SE-43562,Sean O'Donnell,Corporate,United States,Buffalo,New York,10008,Central,FUR-TA-10007631,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,483.28
329,CA-2018-178375,04/22/2017,04/24/2017,Standard Class,DA-44841,Darrin Van Huff,Consumer,United States,Fort Lauderdale,Florida,33311,West,FUR-CH-10005915,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,306.17
330,CA-2016-143058,04/23/2017,04/29/2017,First Class,DA-10707,Darrin Van Huff,Corporate,United States,Seattle,Washington,98103,South,FUR-TA-10001759,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,226.81
331,CA-2016-161359,04/24/2017,04/29/2017,Standard Class,BR-78611,Brosina Hoffman,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-LA-10007767,Office Supplies,Labels,Self-Adhesive Address Labels,61.25
332,CA-2018-160505,04/25/2017,04/27/2017,Standard Class,RU-52038,Ruben Hope,Consumer,United States,Albany,New York,10008,Central,FUR-FU-10008817,Furniture,Furnishings,Eldon Expressions Desk Organizer,373.26
333,CA-2018-182274,04/28/2017,04/30/2017,Second Class,DA-33497,Darrin Van Huff,Consumer,United States,Tampa,Florida,33311,Central,TEC-CO-10009949,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,399.79
334,CA-2017-196117,04/29/2017,05/04/2017,Second Class,DA-96160,Darrin Van Huff,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002033,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,211.6
335,CA-2016-175959,04/30/2017,05/06/2017,Standard Class,AL-76137,Alejandro Grove,Home Office,United States,Chicago,Illinois,60610,East,TEC-AC-10004978,Technology,Accessories,Logitech Wireless Headset,638.69
336,CA-2016-118103,05/03/2017,05/05/2017,Standard Class,DA-34756,Darrin Van Huff,Corporate,United States,Chicago,Illinois,60610,Central,OFF-BI-10008078,Office Supplies,Binders,Ibico Standard Binders,8.68
337,CA-2017-129645,05/09/2017,05/11/2017,First Class,SA-14788,Sandra Flanagan,Home Office,United States,Tacoma,Washington,98103,West,FUR-FU-10007888,Furniture,Furnishings,Eldon Expressions Desk Organizer,406.68
338,CA-2017-131360,05/10/2017,05/13/2017,Second Class,DA-95225,Darrin Van Huff,Consumer,United States,Dallas,Texas,77041,West,OFF-PA-10001943,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,51.54
339,CA-2018-179208,05/13/2017,05/15/2017,Second Class,CL-26334,Claire Gute,Corporate,United States,San Francisco,California,90036,West,TEC-CO-10005836,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,677.29
340,CA-2017-171468,05/14/2017,05/18/2017,Standard Class,ZU-68743,Zuschuss Donatelli,Consumer,United States,New York City,New York,10008,South,TEC-CO-10004565,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,511.01
341,CA-2018-176123,05/14/2017,05/17/2017,Second Class,AL-54600,Alejandro Grove,Consumer,United States,Houston,Texas,77041,South,FUR-FU-10006614,Furniture,Furnishings,Eldon Expressions Desk Organizer,463.83
342,CA-2016-182762,05/15/2017,05/17/2017,First Class,DA-61295,Darrin Van Huff,Home Office,United States,Peoria,Illinois,60610,East,OFF-AR-10009068,Office Supplies,Art,Newell 318 Art Markers,35.37
343,CA-2018-127451,05/15/2017,05/21/2017,Standard Class,KE-74179,Ken Lonsdale,Consumer,United States,Peoria,Illinois,60610,West,TEC-CO-10004791,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,280.16
344,CA-2017-115305,05/16/2017,05/20/2017,Standard Class,BR-89843,Brosina Hoffman,Home Office,United States,New York City,New York,10008,East,TEC-MA-10005752,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,184.93
345,CA-2018-113047,05/16/2017,05/22/2017,Standard Class,KE-52616,Ken Lonsdale,Consumer,United States,Fort Lauderdale,Florida,33311,Central,TEC-PH-10002344,Technology,Phones,Samsung Galaxy S4,532.19
346,CA-2017-137783,05/16/2017,05/21/2017,Second Class,DA-69329,Darrin Van Huff,Corporate,United States,Dallas,Texas,77041,West,FUR-CH-10003189,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,464.69
347,CA-2016-116181,05/18/2017,05/24/2017,Standard Class,AL-62693,Alejandro Grove,Corporate,United States,Albany,New York,10008,Central,TEC-AC-10005560,Technology,Accessories,Logitech Wireless Headset,337.15
348,CA-2018-131929,05/19/2017,05/21/2017,Second Class,HA-69858,Harold Pawlan,Consumer,United States,Miami,Florida,33311,West,OFF-BI-10006008,Office Supplies,Binders,Ibico Standard Binders,35.57
349,CA-2016-167943,05/19/2017,05/23/2017,Second Class,ZU-20605,Zuschuss Donatelli,Corporate,United States,Chicago,Illinois,60610,Central,OFF-BI-10002611,Office Supplies,Binders,Ibico Standard Binders,59.76
350,CA-2018-111733,05/19/2017,05/21/2017,Standard Class,BR-19665,Brosina Hoffman,Corporate,United States,San Francisco,California,90036,West,FUR-CH-10005323,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,318.19
351,CA-2018-177412,05/23/2017,05/26/2017,First Class,IR-24258,Irene Maddox,Corporate,United States,Tampa,Florida,33311,South,TEC-AC-10006931,Technology,Accessories,Logitech Wireless Headset,405.88
352,CA-2017-192694,05/24/2017,05/29/2017,Standard Class,IR-15061,Irene Maddox,Corporate,United States,Fort Lauderdale,Florida,33311,West,OFF-ST-10003105,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,45.24
353,CA-2017-186878,05/25/2017,05/27/2017,Standard Class,AL-35241,Alejandro Grove,Consumer,United States,San Francisco,California,90036,Central,OFF-AP-10009423,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,39.79
354,CA-2018-123423,05/26/2017,05/31/2017,First Class,DA-49771,Darrin Van Huff,Consumer,United States,Albany,New York,10008,East,FUR-FU-10009891,Furniture,Furnishings,Eldon Expressions Desk Organizer,456.82
355,CA-2016-183180,05/30/2017,06/02/2017,First Class,CL-50461,Claire Gute,Consumer,United States,Austin,Texas,77041,South,OFF-PA-10001213,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,35.08
356,CA-2017-132809,05/31/2017,06/05/2017,Standard Class,SE-16443,Sean O'Donnell,Home Office,United States,Tacoma,Washington,98103,East,OFF-AP-10009124,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,47.95
357,CA-2018-113176,06/01/2017,06/06/2017,First Class,SA-11105,Sandra Flanagan,Corporate,United States,Dallas,Texas,77041,East,OFF-PA-10009696,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,41.37
358,CA-2016-187923,06/01/2017,06/04/2017,Standard Class,KE-31853,Ken Lonsdale,Corporate,United States,Peoria,Illinois,60610,Central,OFF-LA-10004976,Office Supplies,Labels,Self-Adhesive Address Labels,16.64
359,CA-2016-171868,06/04/2017,06/09/2017,First Class,BR-65928,Brosina Hoffman,Home Office,United States,Tampa,Florida,33311,East,TEC-AC-10005986,Technology,Accessories,Logitech Wireless Headset,471.29
360,CA-2018-165882,06/06/2017,06/09/2017,Standard Class,KE-80367,Ken Lonsdale,Home Office,United States,San Francisco,California,90036,Central,TEC-CO-10008135,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,410.98
361,CA-2017-178075,06/07/2017,06/09/2017,First Class,CL-89897,Claire Gute,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10003150,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,27.62
362,CA-2016-140163,06/10/2017,06/12/2017,First Class,IR-46866,Irene Maddox,Corporate,United States,San Diego,California,90036,East,OFF-BI-10002453,Office Supplies,Binders,Ibico Standard Binders,21.71
363,CA-2018-118090,06/11/2017,06/13/2017,Standard Class,DA-48471,Darrin Van Huff,Consumer,United States,San Diego,California,90036,East,TEC-AC-10004816,Technology,Accessories,Logitech Wireless Headset,470.06
364,CA-2018-113118,06/13/2017,06/19/2017,Standard Class,PE-35411,Pete Kriz,Corporate,United States,Chicago,Illinois,60610,West,FUR-FU-10006639,Furniture,Furnishings,Eldon Expressions Desk Organizer,357.43
365,CA-2017-133483,06/13/2017,06/17/2017,Second Class,SA-32580,Sandra Flanagan,Consumer,United States,Miami,Florida,33311,West,FUR-CH-10007417,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,384.72
366,CA-2017-128134,06/13/2017,06/15/2017,Standard Class,RU-59791,Ruben Hope,Corporate,United States,San Francisco,California,90036,Central,OFF-PA-10009665,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,43.27
367,CA-2018-128894,06/16/2017,06/22/2017,Second Class,PE-52598,Pete Kriz,Consumer,United States,Tampa,Florida,33311,Central,FUR-TA-10009569,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,246.45
368,CA-2016-148398,06/18/2017,06/22/2017,Second Class,KE-94168,Ken Lonsdale,Corporate,United States,Tampa,Florida,33311,Central,TEC-AC-10008055,Technology,Accessories,Logitech Wireless Headset,383.92
369,CA-2018-177001,06/19/2017,06/23/2017,Standard Class,IR-93222,Irene Maddox,Consumer,United States,Austin,Texas,77041,Central,TEC-MA-10004052,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,337.09
370,CA-2018-195896,06/20/2017,06/26/2017,First Class,ZU-67315,Zuschuss Donatelli,Consumer,United States,Albany,New York,10008,Central,OFF-AR-10008065,Office Supplies,Art,Newell 318 Art Markers,28.92
371,CA-2018-161396,06/27/2017,07/01/2017,Second Class,KE-72475,Ken Lonsdale,Consumer,United States,Peoria,Illinois,60610,West,TEC-CO-10003466,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,319.88
372,CA-2016-182718,06/29/2017,07/03/2017,Standard Class,PE-46807,Pete Kriz,Consumer,United States,Buffalo,New York,10008,Central,OFF-LA-10008114,Office Supplies,Labels,Self-Adhesive Address Labels,50.51
373,CA-2017-139517,06/30/2017,07/02/2017,Standard Class,AL-74559,Alejandro Grove,Consumer,United States,Naperville,Illinois,60610,East,TEC-MA-10006214,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,481.53
374,CA-2017-177494,06/30/2017,07/06/2017,Standard Class,DA-85467,Darrin Van Huff,Home Office,United States,Dallas,Texas,77041,Central,TEC-AC-10004139,Technology,Accessories,Logitech Wireless Headset,686.1
375,CA-2017-187536,07/01/2017,07/06/2017,Standard Class,SA-83503,Sandra Flanagan,Consumer,United States,Houston,Texas,77041,West,OFF-ST-10007845,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,45.3
376,CA-2016-194568,07/01/2017,07/07/2017,Standard Class,BR-37916,Brosina Hoffman,Consumer,United States,Miami,Florida,33311,West,FUR-FU-10008081,Furniture,Furnishings,Eldon Expressions Desk Organizer,230.18
377,CA-2017-194291,07/06/2017,07/10/2017,Standard Class,IR-92754,Irene Maddox,Consumer,United States,Spokane,Washington,98103,Central,TEC-CO-10008830,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,366.8
378,CA-2016-128164,07/08/2017,07/12/2017,Standard Class,RU-22629,Ruben Hope,Home Office,United States,Austin,Texas,77041,West,TEC-AC-10006338,Technology,Accessories,Logitech Wireless Headset,580.66
379,CA-2016-150400,07/09/2017,07/15/2017,Second Class,RU-36257,Ruben Hope,Corporate,United States,Seattle,Washington,98103,South,OFF-AR-10007453,Office Supplies,Art,Newell 318 Art Markers,29.65
380,CA-2018-111764,07/18/2017,07/23/2017,Standard Class,DA-34557,Darrin Van Huff,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10008386,Office Supplies,Binders,Ibico Standard Binders,26.97
381,CA-2018-171313,07/19/2017,07/25/2017,Standard Class,KE-41313,Ken Lonsdale,Corporate,United States,Peoria,Illinois,60610,Central,TEC-MA-10002257,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,607.94
382,CA-2016-158585,07/20/2017,07/23/2017,Same Day,BR-53044,Brosina Hoffman,Consumer,United States,Buffalo,New York,10008,East,OFF-AR-10001685,Office Supplies,Art,Newell 318 Art Markers,2.87
383,CA-2018-173293,07/21/2017,07/23/2017,Second Class,KE-66324,Ken Lonsdale,Home Office,United States,Austin,Texas,77041,Central,OFF-LA-10008251,Office Supplies,Labels,Self-Adhesive Address Labels,38.09
384,CA-2017-137244,07/22/2017,07/24/2017,Standard Class,CL-80626,Claire Gute,Corporate,United States,San Francisco,California,90036,East,TEC-AC-10008990,Technology,Accessories,Logitech Wireless Headset,312.68
385,CA-2018-164918,07/24/2017,07/29/2017,Standard Class,IR-52801,Irene Maddox,Consumer,United States,Los Angeles,California,90036,South,FUR-TA-10007220,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,170.58
386,CA-2017-145213,07/24/2017,07/27/2017,Standard Class,AL-50299,Alejandro Grove,Corporate,United States,Tacoma,Washington,98103,West,TEC-CO-10003397,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,451.0
387,CA-2016-121285,07/25/2017,07/27/2017,Standard Class,PE-87252,Pete Kriz,Corporate,United States,Miami,Florida,33311,East,FUR-FU-10001859,Furniture,Furnishings,Eldon Expressions Desk Organizer,311.91
