Row ID,Order ID,Order Date,Customer Name,Sales,Quantity,Sales_per_Unit,Order_Month,Order_Year,Order_DayOfWeek,Is_Weekend,Sales_log,Sales_per_Unit_log,Segment_Consumer,Segment_Corporate,Segment_Home Office,Category_Furniture,Category_Office Supplies,Category_Technology,Zip_02108,Zip_10008,Zip_60610,Zip_77041,Zip_90036,Zip_Unknown,Quantity_scaled,Sales_log_scaled,Sales_per_Unit_log_scaled,Order_Month_scaled
281,CA-2018-180753,2017-09-05,Claire Gute,115.23,2,57.615,9,2017,1,0,4.755570986655616,4.070990636523792,0,0,1,1,0,0,1,0,0,0,0,0,-1.200003260586572,-1.706974273160329,-0.6983124160165561,0.7989411476475728
300,CA-2019-154502,2018-03-19,Unknown,638.94,1,638.94,3,2018,0,0,6.4613744219589115,6.4613744219589115,1,0,0,0,0,1,1,0,0,0,0,0,-1.554980969299623,0.13319835713593886,1.4050445453410356,-1.0122030619107267
663,CA-2016-182483,2018-01-01,Darrin Van Huff,1270.79,7,181.54142857142855,1,2018,0,0,7.148180635930874,5.2069771531314535,1,0,0,0,1,0,0,0,0,1,0,0,0.5748852829786835,0.8741055279811507,0.3012698110190696,-1.61591779843016
656,CA-2016-111594,2017-08-28,Sean O'Donnell,928.46,5,185.692,8,2017,0,0,6.834603772346327,5.229460200138449,0,0,1,0,0,1,0,0,1,0,0,0,-0.13507013444741875,0.5358276526292158,0.3210531921325282,0.4970837793878562
310,CA-2017-191803,2016-04-17,Zuschuss Donatelli,824.27,6,137.37833333333333,4,2016,6,1,6.7157106055199165,4.929991479868443,1,0,0,1,0,0,0,0,0,1,0,0,0.21990757426563234,0.40756905788420744,0.05754336524750813,-0.7103456936510102
579,CA-2019-182059,2019-01-22,Claire Gute,1171.47,8,146.43375,1,2019,1,0,7.066867913639154,4.993378922338285,0,1,0,0,1,0,0,1,0,0,0,0,0.9298629916917346,0.7863876567661121,0.11331952102381841,-1.61591779843016
179,CA-2016-114728,2016-04-21,Zuschuss Donatelli,32.49,5,6.498,4,2016,3,0,3.5112468868061133,2.01463631831372,1,0,0,0,0,1,0,0,1,0,0,0,-0.13507013444741875,-3.049316013346806,-2.5077487067825506,-0.7103456936510102
10741,CA-2017-147396,2016-01-31,Zuschuss Donatelli,1109.69,7,158.52714285714288,1,2016,6,1,7.0127367228013116,5.072214082399769,0,1,0,0,0,1,1,0,0,0,0,0,0.5748852829786835,0.7279924549722837,0.18268850006618512,-1.61591779843016
66,CA-2018-162245,2016-02-04,Ken Lonsdale,1163.04,2,581.52,2,2016,3,0,7.059651991962114,6.367363519614379,0,0,1,0,0,1,0,0,1,0,0,0,-1.200003260586572,0.7786033240008955,1.3223220607363775,-1.3140604301704435
142,CA-2018-167411,2018-11-07,Brosina Hoffman,1243.98,2,621.99,11,2018,2,0,7.126874744512748,6.4345304672942625,1,0,0,1,0,0,0,1,0,0,0,0,-1.200003260586572,0.8511213332959475,1.3814238952771047,1.402655884167006
468,CA-2018-153635,2016-01-21,Brosina Hoffman,1353.81,5,270.762,1,2016,3,0,7.211416502079647,5.604926683260043,0,0,1,1,0,0,1,0,0,0,0,0,-0.13507013444741875,0.9423225966842397,0.6514353030898702,-1.61591779843016
389,CA-2017-149950,2019-08-22,Brosina Hoffman,1199.51,4,299.8775,8,2019,3,0,7.090501745489172,5.706703205167178,0,0,1,1,0,0,0,0,1,0,0,0,-0.49004784316046984,0.8118831679248733,0.7409909456442181,0.4970837793878562
850,CA-2018-120873,2017-08-13,Ken Lonsdale,585.44,3,195.14666666666668,8,2017,6,1,6.374070361070064,5.278862678713901,1,0,0,0,0,1,0,0,1,0,0,0,-0.8450255518735209,0.03901719884039876,0.3645236372774199,0.4970837793878562
426,CA-2018-179929,2017-05-26,Unknown,487.47,4,121.8675,5,2017,4,0,6.191278057109808,4.81110653896458,0,0,1,0,0,1,0,1,0,0,0,0,-0.49004784316046984,-0.1581739826374673,-0.04706639222087597,-0.4084883253912936
334,CA-2016-164463,2016-12-13,Zuschuss Donatelli,939.01,6,156.50166666666667,12,2016,1,0,6.845890513505336,5.05943604022028,1,0,0,0,0,1,0,1,0,0,0,0,0.21990757426563234,0.5480034706257095,0.17144478927191395,1.7045132524267226
685,CA-2019-120196,2019-10-19,Darrin Van Huff,942.67,3,314.2233333333333,10,2019,5,1,6.849776528758286,5.753281382316613,1,0,0,1,0,0,0,0,1,0,0,0,-0.8450255518735209,0.5521955942675065,0.7819762191185265,1.1007985159072895
888,CA-2017-132435,2019-03-30,Sean O'Donnell,405.19,4,101.2975,3,2019,5,1,6.006821030428672,4.627885234731306,0,0,1,0,1,0,0,0,0,0,1,0,-0.49004784316046984,-0.3571610200296756,-0.2082872840610217,-1.0122030619107267
424,CA-2017-149189,2019-01-05,Darrin Van Huff,998.03,9,110.89222222222222,1,2019,5,1,6.906784808227691,4.717536106398367,1,0,0,0,1,0,1,0,0,0,0,0,1.2848407004047857,0.6136945181228374,-0.12940129673059644,-1.61591779843016
973,CA-2019-140503,2016-07-14,Ruben Hope,898.72,7,128.38857142857142,7,2016,3,0,6.802083603808098,4.8628200584490076,0,1,0,0,1,0,0,0,0,0,1,0,0.5748852829786835,0.5007458121086932,-0.0015624058457039557,0.1952264111281396
222,CA-2017-121135,2017-05-02,Sean O'Donnell,1153.93,9,128.21444444444444,5,2017,1,0,7.051795015058667,4.861473384205055,1,0,0,0,1,0,0,0,0,1,0,0,1.2848407004047857,0.7701274389397172,-0.002747377339803941,-0.4084883253912936
276,CA-2016-116702,2017-06-15,Zuschuss Donatelli,1492.68,1,1492.68,6,2017,3,0,7.308998152657081,7.308998152657081,0,0,1,0,1,0,1,0,0,0,0,0,-1.554980969299623,1.047590928835183,2.1508893278563064,-0.106630957131577
236,CA-2018-142006,2016-05-05,Ruben Hope,1366.03,5,273.206,5,2016,3,0,7.220395782350004,5.6138796487268845,1,0,0,0,1,0,1,0,0,0,0,0,-0.13507013444741875,0.9520091909607559,0.6593132356437204,-0.4084883253912936
328,CA-2018-147973,2018-07-07,Darrin Van Huff,1222.73,8,152.84125,7,2018,5,1,7.109658850503814,5.035921226572527,0,0,1,0,0,1,0,0,1,0,0,0,0.9298629916917346,0.8325493124489557,0.15075353154066848,0.1952264111281396
193,CA-2018-163369,2018-12-08,Darrin Van Huff,503.27,1,503.27,12,2018,5,1,6.223111838913413,6.223111838913413,1,0,0,0,0,1,1,0,0,0,0,0,-1.554980969299623,-0.1238325967653013,1.1953914905749503,1.7045132524267226
530,CA-2018-108658,2016-04-10,Ken Lonsdale,280.02,6,46.669999999999995,4,2016,6,1,5.6384258411781945,3.864302269216734,0,0,1,0,0,1,1,0,0,0,0,0,0.21990757426563234,-0.7545753588459235,-0.8801825486939329,-0.7103456936510102
50,CA-2019-137243,2017-05-31,Sean O'Donnell,1420.93,9,157.88111111111112,5,2017,2,0,7.259770382709894,5.0681561936706405,1,0,0,0,0,1,0,0,0,0,1,0,1.2848407004047857,0.9944853991870802,0.17911786485738232,-0.4084883253912936
991,CA-2019-189538,2019-03-26,Claire Gute,614.55,1,614.55,3,2019,1,0,6.422516177093624,6.422516177093624,0,0,1,0,0,1,0,0,0,0,1,0,-1.554980969299623,0.09127917865231801,1.3708522284664202,-1.0122030619107267
3,CA-2018-191988,2019-10-31,Brosina Hoffman,475.44,5,95.088,10,2019,3,0,6.1663417970127,4.565264438252189,0,0,1,0,0,1,1,0,0,0,0,0,-0.13507013444741875,-0.18507451665150962,-0.26338884934215184,1.1007985159072895
941,CA-2017-163500,2017-12-03,Zuschuss Donatelli,810.68,7,115.81142857142856,12,2017,6,1,6.69910617381838,4.7605609129655075,0,1,0,0,0,1,0,0,0,1,0,0,0.5748852829786835,0.38965666532687915,-0.09154272064944008,1.7045132524267226
788,CA-2016-196440,2017-08-27,Sean O'Donnell,856.96,7,122.42285714285715,8,2017,6,1,6.754557478354594,4.815616322380739,0,1,0,0,0,1,1,0,0,0,0,0,0.5748852829786835,0.44947596854197824,-0.04309812386146409,0.4970837793878562
927,CA-2019-126229,2016-07-11,Ruben Hope,320.83,1,320.83,7,2016,0,0,5.774023455819012,5.774023455819012,1,0,0,0,0,1,1,0,0,0,0,0,-1.554980969299623,-0.6082964769821829,0.8002276752069137,0.1952264111281396
250,CA-2018-192933,2019-02-22,Sean O'Donnell,1381.02,5,276.204,2,2019,4,0,7.231301476002929,5.624753697226066,0,1,0,0,0,1,1,0,0,0,0,0,-0.13507013444741875,0.9637739456559177,0.6688815759864954,-1.3140604301704435
553,CA-2016-110962,2017-10-22,Darrin Van Huff,472.7,5,94.53999999999999,10,2017,6,1,6.160574209929706,4.559545007961816,1,0,0,1,0,0,0,0,1,0,0,0,-0.13507013444741875,-0.19129642690993828,-0.2684215154728192,1.1007985159072895
950,CA-2017-175268,2017-01-15,Claire Gute,464.75,8,58.09375,1,2017,6,1,6.143649009481698,4.079125165858731,0,0,1,1,0,0,0,0,0,0,1,0,0.9298629916917346,-0.20955485574301472,-0.6911546453655575,-1.61591779843016
95,CA-2017-193243,2017-10-21,Sandra Flanagan,1162.33,6,193.72166666666666,10,2017,5,1,7.059041861194745,5.271571188501409,0,0,1,0,0,1,1,0,0,0,0,0,0.21990757426563234,0.7779451321390568,0.3581076773003802,1.1007985159072895
34,CA-2017-197880,2016-07-04,Darrin Van Huff,123.06,3,41.02,7,2016,0,0,4.820765319544972,3.7381456954168546,1,0,0,1,0,0,1,0,0,0,0,0,-0.8450255518735209,-1.6366444657800991,-0.9911907932025432,0.1952264111281396
260,CA-2016-173010,2017-07-01,Darrin Van Huff,181.5,9,20.166666666666668,7,2017,5,1,5.206750173022546,3.0524276172305362,0,1,0,1,0,0,0,0,0,0,0,1,1.2848407004047857,-1.2202548933484672,-1.5945708454226513,0.1952264111281396
205,CA-2018-185766,2019-04-11,Brosina Hoffman,735.135,10,73.5135,4,2019,3,0,6.601413525821811,4.3109803170230085,1,0,0,1,0,0,1,0,0,0,0,0,1.6398184091178367,0.28426859229108437,-0.487139646100814,-0.7103456936510102
347,CA-2017-191316,2018-06-13,Claire Gute,751.67,1,751.67,6,2018,2,0,6.623626884729654,6.623626884729654,1,0,0,0,1,0,1,0,0,0,0,0,-1.554980969299623,0.3082317373071995,1.5478144424369247,-0.106630957131577
594,CA-2019-145785,2019-11-01,Ruben Hope,862.91,2,431.455,11,2019,4,0,6.761468596711665,6.069478274715974,1,0,0,0,0,1,1,0,0,0,0,0,-1.200003260586572,0.4569314880832189,1.0602055724299944,1.402655884167006
78,CA-2016-170206,2017-01-25,Claire Gute,1044.96,5,208.99200000000002,1,2017,2,0,6.952690402975883,5.347069434753731,0,0,1,0,1,0,0,0,0,0,1,0,-0.13507013444741875,0.6632161788750776,0.4245404245406754,-1.61591779843016
85,CA-2016-140405,2018-06-29,Darrin Van Huff,131.63,3,43.876666666666665,6,2018,4,0,4.887563296506261,3.8039179863230337,0,0,1,0,1,0,1,0,0,0,0,0,-0.8450255518735209,-1.564584692409159,-0.9333161511534774,-0.106630957131577
10679,CA-2019-110339,2019-03-20,Ruben Hope,1007.77,4,251.9425,3,2019,2,0,6.916487045905583,5.533162190169888,0,0,1,0,1,0,0,0,1,0,0,0,-0.49004784316046984,0.6241610184580957,0.5882879762718043,-1.0122030619107267
83,CA-2017-176943,2016-10-22,Zuschuss Donatelli,118.65,6,19.775000000000002,10,2016,5,1,4.784570814354383,3.033750340741512,0,1,0,0,1,0,1,0,0,0,0,0,0.21990757426563234,-1.6756900770389342,-1.611005436286996,1.1007985159072895
371,CA-2017-176064,2018-11-14,Zuschuss Donatelli,893.54,2,446.77,11,2018,2,0,6.796309619668363,6.104279707726606,1,0,0,0,0,1,0,0,0,0,1,0,-1.200003260586572,0.49451700088589423,1.0908282016639061,1.402655884167006
937,CA-2018-195899,2016-03-17,Zuschuss Donatelli,1139.88,6,189.98000000000002,3,2016,3,0,7.039555173428512,5.2521687105220565,0,0,1,0,1,0,0,0,0,1,0,0,0.21990757426563234,0.7569234430391184,0.3410349639670149,-1.0122030619107267
896,CA-2019-102289,2017-10-16,Ruben Hope,735.135,1,735.135,10,2017,0,0,6.601413525821811,6.601413525821811,0,1,0,1,0,0,0,1,0,0,0,0,-1.554980969299623,0.28426859229108437,1.5282683664558911,1.1007985159072895
536,CA-2016-181309,2016-06-25,Brosina Hoffman,1122.86,4,280.715,6,2016,5,1,7.024524467535856,5.64089592160101,0,0,1,0,1,0,0,0,1,0,0,0,-0.49004784316046984,0.7407087414942244,0.6830855127006386,-0.106630957131577
383,CA-2017-168287,2017-04-17,Ruben Hope,454.12,1,454.12,4,2017,0,0,6.1205611204423915,6.1205611204423915,1,0,0,0,1,0,1,0,0,0,0,0,-1.554980969299623,-0.23446141919702426,1.1051546135920431,-0.7103456936510102
719,CA-2019-133408,2017-06-09,Darrin Van Huff,842.52,5,168.504,6,2017,4,0,6.737583612434033,5.132876525362116,0,0,1,1,0,0,1,0,0,0,0,0,-0.13507013444741875,0.43116504076982165,0.236066862350627,-0.106630957131577
6,CA-2018-140306,2017-05-05,Darrin Van Huff,1036.35,9,115.14999999999999,5,2017,4,0,6.944424663339149,4.754882459216418,1,0,0,0,0,1,0,1,0,0,0,0,1.2848407004047857,0.654299332107226,-0.09653933052257824,-0.4084883253912936
431,CA-2017-119672,2017-07-23,Brosina Hoffman,1442.68,8,180.335,7,2017,6,1,7.27495068824619,5.200346149322065,0,0,1,1,0,0,1,0,0,0,0,0,0.9298629916917346,1.0108614846077673,0.2954350291282914,0.1952264111281396
605,CA-2018-104895,2016-02-10,Darrin Van Huff,449.96,10,44.995999999999995,2,2016,2,0,6.111378643773319,3.828554436186418,0,0,1,1,0,0,0,0,0,0,1,0,1.6398184091178367,-0.24436721601690017,-0.9116379383748319,-1.3140604301704435
98,CA-2019-190968,2016-09-27,Darrin Van Huff,976.78,7,139.54,9,2016,1,0,6.885284695854769,4.945492145764051,0,1,0,0,0,1,0,1,0,0,0,0,0.5748852829786835,0.5905008033500031,0.07118277901690463,0.7989411476475728
287,CA-2019-130634,2018-11-22,Sandra Flanagan,196.88,6,32.81333333333333,11,2018,3,0,5.287660786359508,3.520855202020806,1,0,0,1,0,0,0,0,1,0,0,0,0.21990757426563234,-1.1329708059315085,-1.1823899950655237,1.402655884167006
382,CA-2018-117002,2019-05-26,Darrin Van Huff,481.69,10,48.169,5,2019,6,1,6.179374625650525,3.8952633436128057,1,0,0,0,0,1,1,0,0,0,0,0,1.6398184091178367,-0.1710150687348728,-0.8529391446184517,-0.4084883253912936
891,CA-2017-193890,2017-07-24,Sandra Flanagan,875.93,7,125.13285714285713,7,2017,0,0,6.776427171626729,4.8373357732080144,1,0,0,1,0,0,0,0,0,0,1,0,0.5748852829786835,0.4730683767640902,-0.023986649640140575,0.1952264111281396
282,CA-2018-105754,2016-03-01,Zuschuss Donatelli,461.08,10,46.108,3,2016,1,0,6.1357380362644065,3.852442837979302,0,0,1,0,1,0,0,0,0,0,1,0,1.6398184091178367,-0.2180889905044905,-0.8906179513280141,-1.0122030619107267
267,CA-2016-148688,2017-09-16,Sean O'Donnell,1306.29,7,186.61285714285714,9,2017,5,1,7.175711571184928,5.234380569100354,1,0,0,0,0,1,0,0,0,1,0,0,0.5748852829786835,0.9038051243663353,0.3253827447221708,0.7989411476475728
449,CA-2017-152108,2018-11-12,Claire Gute,252.63,3,84.21,11,2018,0,0,5.535876512096556,4.445118797839864,0,0,1,1,0,0,1,0,0,0,0,0,-0.8450255518735209,-0.8652026824435707,-0.36910792703913725,1.402655884167006
708,CA-2019-130188,2018-01-19,Zuschuss Donatelli,906.54,4,226.635,1,2018,4,0,6.810737642302624,5.42774346898834,0,0,1,0,1,0,0,0,1,0,0,0,-0.49004784316046984,0.5100815447315583,0.4955274737928012,-1.61591779843016
324,CA-2019-117225,2016-08-12,Ruben Hope,232.98,4,58.245,8,2016,4,0,5.455235641619455,4.081681388268703,1,0,0,0,1,0,0,0,1,0,0,0,-0.49004784316046984,-0.9521957788719658,-0.6889053629559485,0.4970837793878562
409,CA-2016-105006,2018-01-26,Sean O'Donnell,1273.1,6,212.1833333333333,1,2018,4,0,7.1499953259873354,5.362152515377292,0,1,0,0,1,0,0,0,1,0,0,0,0.21990757426563234,0.8760631644269802,0.43781239485004136,-1.61591779843016
899,CA-2016-104762,2017-12-15,Brosina Hoffman,714.18,2,357.09,12,2017,4,0,6.572534259262482,5.880784351453903,0,1,0,0,1,0,0,0,0,0,1,0,-1.200003260586572,0.2531144541262384,0.8941691897045708,1.7045132524267226
539,CA-2018-114860,2016-07-13,Darrin Van Huff,1343.51,7,191.93,7,2016,2,0,7.203784913390446,5.262327428814881,1,0,0,0,0,1,0,0,1,0,0,0,0.5748852829786835,0.9340898540710499,0.34997386782416035,0.1952264111281396
119,CA-2019-114748,2018-04-28,Darrin Van Huff,1042.02,5,208.404,4,2018,5,1,6.949875630272343,5.344265400450745,1,0,0,0,0,1,0,0,0,1,0,0,-0.13507013444741875,0.660179681478976,0.4220730864056828,-0.7103456936510102
694,CA-2016-111802,2018-08-22,Ken Lonsdale,763.06,1,763.06,8,2018,2,0,6.638646320114298,6.638646320114298,0,0,1,0,1,0,1,0,0,0,0,0,-1.554980969299623,0.3244342805459589,1.561030409749137,0.4970837793878562
251,CA-2019-148963,2019-04-24,Darrin Van Huff,1196.57,1,1196.57,4,2019,2,0,7.088049782691459,7.088049782691459,0,1,0,0,0,1,0,0,0,0,1,0,-1.554980969299623,0.8092380596213749,1.9564714712345055,-0.7103456936510102
665,CA-2018-186412,2019-10-30,Sean O'Donnell,342.13,8,42.76625,10,2019,2,0,5.838109384106623,3.778862972412536,0,1,0,1,0,0,1,0,0,0,0,0,0.9298629916917346,-0.5391623852214739,-0.9553626686401929,1.1007985159072895
667,CA-2019-192727,2017-06-20,Sandra Flanagan,441.6,10,44.160000000000004,6,2017,1,0,6.092666427616949,3.810211739281461,0,1,0,1,0,0,0,0,0,0,0,1,1.6398184091178367,-0.26455342698968864,-0.9277781245073656,-0.106630957131577
10,CA-2016-124356,2016-05-20,Ken Lonsdale,477.68,2,238.84,5,2016,4,0,6.1710323157053155,5.4799720343542875,1,0,0,0,0,1,0,1,0,0,0,0,-1.200003260586572,-0.18001451739168356,0.5414846615940013,-0.4084883253912936
197,CA-2019-174345,2017-12-01,Darrin Van Huff,571.47,10,57.147000000000006,12,2017,4,0,6.34996033230865,4.062974286920156,0,1,0,0,0,1,0,1,0,0,0,0,1.6398184091178367,0.013007979885741545,-0.7053661974412052,1.7045132524267226
713,CA-2017-109366,2018-06-22,Darrin Van Huff,1185.91,9,131.76777777777778,6,2018,4,0,7.079108570336597,4.888601570385633,0,0,1,0,1,0,1,0,0,0,0,0,1.2848407004047857,0.7995925319383109,0.0211233749634872,-0.106630957131577
82,CA-2016-112255,2018-04-10,Claire Gute,763.06,6,127.17666666666666,4,2018,1,0,6.638646320114298,4.853409520640944,0,1,0,0,1,0,0,0,0,0,1,0,0.21990757426563234,0.3244342805459589,-0.009842967456485937,-0.7103456936510102
584,CA-2017-135275,2016-03-18,Zuschuss Donatelli,673.75,10,67.375,3,2016,4,0,6.514342251898114,4.225007260742145,1,0,0,1,0,0,0,1,0,0,0,0,1.6398184091178367,0.1903385580073114,-0.5627894340216376,-1.0122030619107267
508,CA-2019-184677,2019-07-25,Sandra Flanagan,805.26,7,115.03714285714285,7,2019,3,0,6.69240627113384,4.753910336898566,1,0,0,0,1,0,0,0,0,0,1,0,0.5748852829786835,0.3824289992953903,-0.09739472464673664,0.1952264111281396
240,CA-2017-133612,2019-05-16,Brosina Hoffman,68.14,6,11.356666666666667,5,2019,3,0,4.236133434493478,2.5141957284945313,0,1,0,1,0,0,1,0,0,0,0,0,0.21990757426563234,-2.2673288526238786,-2.0681742043876414,-0.4084883253912936
313,CA-2017-103018,2019-04-16,Darrin Van Huff,836.31,10,83.631,4,2019,1,0,6.73019437228967,4.438300629753053,0,1,0,0,0,1,0,0,0,0,1,0,1.6398184091178367,0.4231937369308623,-0.3751073993399795,-0.7103456936510102
212,CA-2018-172536,2016-12-03,Sean O'Donnell,1159.98,7,165.71142857142857,12,2016,5,1,7.057019755020659,5.1162643451238035,0,0,1,0,0,1,0,1,0,0,0,0,0.5748852829786835,0.7757637410361331,0.2214494000165519,1.7045132524267226
862,CA-2016-159727,2016-11-15,Unknown,634.36,1,634.36,11,2016,1,0,6.454191767382941,6.454191767382941,0,1,0,0,0,1,1,0,0,0,0,0,-1.554980969299623,0.12544991198098865,1.3987243524935742,1.402655884167006
550,CA-2017-189710,2018-05-10,Darrin Van Huff,918.37,1,918.37,5,2018,3,0,6.823688652863687,6.823688652863687,1,0,0,0,1,0,0,1,0,0,0,0,-1.554980969299623,0.5240527296148325,1.7238536689704287,-0.4084883253912936
480,CA-2018-172401,2017-01-30,Sandra Flanagan,1169.42,1,1169.42,1,2017,0,0,7.065117937734897,7.065117937734897,0,0,1,0,0,1,1,0,0,0,0,0,-1.554980969299623,0.7844998321222841,1.9362931818652198,-1.61591779843016
228,CA-2018-118837,2016-01-27,Sandra Flanagan,1204.86,1,1204.86,1,2016,2,0,7.094948284313113,7.094948284313113,1,0,0,0,0,1,0,0,1,0,0,0,-1.554980969299623,0.8166799685843295,1.962541630970885,-1.61591779843016
911,CA-2016-134018,2019-07-18,Darrin Van Huff,1268.58,3,422.85999999999996,7,2019,3,0,7.146441416095051,6.049403212028428,1,0,0,0,1,0,0,1,0,0,0,0,-0.8450255518735209,0.8722293066805523,1.0425410354168076,0.1952264111281396
363,CA-2019-127795,2016-11-04,Claire Gute,377.17,2,188.585,11,2016,4,0,5.935343829968647,5.244837472767199,1,0,0,0,0,1,0,1,0,0,0,0,-1.200003260586572,-0.4342686077238884,0.3345840291585528,1.402655884167006
968,CA-2019-163511,2017-07-01,Unknown,1109.63,3,369.8766666666667,7,2017,5,1,7.012682700868393,5.915869572477981,0,1,0,0,1,0,0,0,0,0,1,0,-0.8450255518735209,0.7279341776348518,0.9250415309291966,0.1952264111281396
178,CA-2017-173553,2019-06-15,Zuschuss Donatelli,735.135,4,183.78375,6,2019,5,1,6.601413525821811,5.219186222440826,0,0,1,1,0,0,1,0,0,0,0,0,-0.49004784316046984,0.28426859229108437,0.31201286871551065,-0.106630957131577
885,CA-2016-137465,2017-06-06,Zuschuss Donatelli,299.64,7,42.80571428571428,6,2017,1,0,5.705913535665156,3.7797642720169864,0,1,0,0,1,0,0,0,0,0,1,0,0.5748852829786835,-0.6817715376631968,-0.9545695931479474,-0.106630957131577
939,CA-2019-187420,2018-02-11,Zuschuss Donatelli,394.76,7,56.394285714285715,2,2018,6,1,5.980807966919453,4.049944746353962,1,0,0,1,0,0,0,0,0,0,1,0,0.5748852829786835,-0.3852231791912395,-0.7168312077965222,-1.3140604301704435
500,CA-2018-198281,2018-04-15,Sandra Flanagan,149.4,1,149.4,4,2018,6,1,5.0132984115157395,5.0132984115157395,1,0,0,1,0,0,0,0,0,0,1,0,-1.554980969299623,-1.4289451969555367,0.13084716511317962,-0.7103456936510102
484,CA-2017-176969,2016-12-15,Sandra Flanagan,575.28,3,191.76,12,2016,3,0,6.356593653693272,5.261445891772132,0,1,0,1,0,0,1,0,0,0,0,0,-0.8450255518735209,0.020163819888942065,0.34919818189169227,1.7045132524267226
8,CA-2019-161213,2016-04-20,Claire Gute,979.96,2,489.98,4,2016,2,0,6.888531684014378,6.196403393767345,1,0,0,0,0,1,0,0,0,1,0,0,-1.200003260586572,0.5940035625885822,1.171890078639631,-0.7103456936510102
156,CA-2019-153143,2019-04-15,Darrin Van Huff,164.17,5,32.833999999999996,4,2019,0,0,5.106975246532999,3.5214662140531,0,0,1,1,0,0,1,0,0,0,0,0,-0.13507013444741875,-1.327889269687522,-1.1818523506841363,-0.7103456936510102
558,CA-2018-144555,2019-01-18,Claire Gute,1458.85,1,1458.85,1,2019,4,0,7.286088969698268,7.286088969698268,0,1,0,0,1,0,0,0,0,0,1,0,-1.554980969299623,1.0228771484600359,2.1307309793312545,-1.61591779843016
666,CA-2019-105971,2018-11-13,Darrin Van Huff,950.02,2,475.01,11,2018,1,0,6.857535092818469,6.165438862414108,1,0,0,0,0,1,1,0,0,0,0,0,-1.200003260586572,0.5605653143293081,1.1446436327032723,1.402655884167006
514,CA-2019-103018,2019-01-13,Ken Lonsdale,256.73,5,51.346000000000004,1,2019,6,1,5.551912525318075,3.9578755256102354,0,1,0,0,0,1,1,0,0,0,0,0,-0.13507013444741875,-0.8479034837090688,-0.797845159429747,-1.61591779843016
425,CA-2019-199198,2018-08-08,Unknown,757.53,10,75.753,8,2018,2,0,6.631382349753306,4.3405924736512755,0,1,0,1,0,0,0,0,0,1,0,0,1.6398184091178367,0.3165981142158067,-0.4610831876507584,0.4970837793878562
800,CA-2018-102408,2017-05-24,Sean O'Donnell,944.37,5,188.874,5,2017,2,0,6.851576385255688,5.24636069427929,1,0,0,0,0,1,0,0,0,0,1,0,-0.13507013444741875,0.554137228688234,0.33592434889744494,-0.4084883253912936
585,CA-2016-137156,2016-06-27,Ken Lonsdale,1335.83,7,190.83285714285714,6,2016,0,0,7.198056418681079,5.256624457177231,1,0,0,0,1,0,0,0,0,0,1,0,0.5748852829786835,0.92791011556261,0.3449556840632234,-0.106630957131577
358,CA-2016-137360,2016-02-06,Claire Gute,625.54,5,125.10799999999999,2,2016,5,1,6.440212619065762,4.837138682671459,0,1,0,1,0,0,0,0,0,0,1,0,-0.13507013444741875,0.11036960108716573,-0.02416007440758038,-1.3140604301704435
597,CA-2017-104852,2017-08-24,Brosina Hoffman,939.9,6,156.65,8,2017,3,0,6.84683686401272,5.06037738599107,0,1,0,0,0,1,1,0,0,0,0,0,0.21990757426563234,0.5490243668593048,0.17227310236209623,0.4970837793878562
959,CA-2016-192601,2016-10-28,Ken Lonsdale,67.28,10,6.728,10,2016,4,0,4.22361689792624,2.044850096910217,1,0,0,0,0,1,1,0,0,0,0,0,1.6398184091178367,-2.280831339217851,-2.481162866497372,1.1007985159072895
586,CA-2018-176489,2018-11-03,Sandra Flanagan,435.61,2,217.805,11,2018,5,1,6.079040348113737,5.388180922206287,1,0,0,0,0,1,1,0,0,0,0,0,-1.200003260586572,-0.2792528572060395,0.4607154244933954,1.402655884167006
446,CA-2016-162624,2018-10-06,Sean O'Donnell,695.91,3,231.97,10,2018,5,1,6.546656277602536,5.45090968991121,1,0,0,0,1,0,0,0,1,0,0,0,-0.8450255518735209,0.22519801745340806,0.5159119962880443,1.1007985159072895
852,CA-2016-113304,2018-03-17,Darrin Van Huff,33.55,3,11.183333333333332,3,2018,5,1,3.542407550213679,2.5000688975276777,1,0,0,0,0,1,0,0,0,0,1,0,-0.8450255518735209,-3.0157007686135926,-2.0806047473143057,-1.0122030619107267
602,CA-2019-136198,2016-07-03,Claire Gute,85.56,5,17.112000000000002,7,2016,6,1,4.460837815098172,2.8965747020207724,0,0,1,0,1,0,1,0,0,0,0,0,-0.13507013444741875,-2.0249241050786773,-1.7317096246227703,0.1952264111281396
729,CA-2018-141393,2016-07-12,Darrin Van Huff,163.92,2,81.96,7,2016,1,0,5.105460507838699,4.418358563921272,1,0,0,1,0,0,1,0,0,0,0,0,-1.200003260586572,-1.3295233270645992,-0.39265490917781637,0.1952264111281396
479,CA-2019-144239,2016-03-23,Sandra Flanagan,565.84,6,94.30666666666667,3,2016,2,0,6.340077076956669,4.557099762743008,1,0,0,0,0,1,1,0,0,0,0,0,0.21990757426563234,0.0023462027896540166,-0.2705731463467165,-1.0122030619107267
897,CA-2016-177245,2016-04-17,Darrin Van Huff,421.63,1,421.63,4,2016,6,1,6.046497091777351,6.046497091777351,0,0,1,0,1,0,0,0,1,0,0,0,-1.554980969299623,-0.3143596041919758,1.0399838693676193,-0.7103456936510102
